Title,Description,Preconditions,Postconditions,Steps,Expected Result,Priority,Type,Tags,Suite,Automation Status,Automation Path,Execution Command
"[AUTO] 8. admin adiciona comentário pedindo mais informações","AUTO_DOC_ID: AUTO-B89364110A04

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/fluxo-solicitacao-acesso.test.ts:184.

Descrição funcional: 8. admin adiciona comentário pedindo mais informações. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Fluxo completo na área API / geral, camada API, perfil Admin.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/fluxo-solicitacao-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Admin.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 8. admin adiciona comentário pedindo mais informações.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""8. admin adiciona comentário pedindo mais informações"" deve ocorrer sem divergência entre manual e automação.","Média","Fluxo completo","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/fluxo-solicitacao-acesso.test.ts","npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts"
"[AUTO] 9. admin aceita a solicitação e vincula ao usuário criado","AUTO_DOC_ID: AUTO-BD3DF514C90B

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/fluxo-solicitacao-acesso.test.ts:204.

Descrição funcional: 9. admin aceita a solicitação e vincula ao usuário criado. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Fluxo completo na área API / geral, camada API, perfil Admin.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/fluxo-solicitacao-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Admin.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 9. admin aceita a solicitação e vincula ao usuário criado.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""9. admin aceita a solicitação e vincula ao usuário criado"" deve ocorrer sem divergência entre manual e automação.","Média","Fluxo completo","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/fluxo-solicitacao-acesso.test.ts","npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts"
"[AUTO] 10. admin rejeita outra solicitação com justificativa no comentário","AUTO_DOC_ID: AUTO-A84DC4B1B088

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/fluxo-solicitacao-acesso.test.ts:224.

Descrição funcional: 10. admin rejeita outra solicitação com justificativa no comentário. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Negativo na área API / geral, camada API, perfil Admin.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/fluxo-solicitacao-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Admin.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 10. admin rejeita outra solicitação com justificativa no comentário.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""10. admin rejeita outra solicitação com justificativa no comentário"" deve ocorrer sem divergência entre manual e automação.","Média","Negativo","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/fluxo-solicitacao-acesso.test.ts","npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts"
"[AUTO] 11. solicitante abre → admin comenta → solicitante responde → admin aceita","AUTO_DOC_ID: AUTO-1D71BE103913

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/fluxo-solicitacao-acesso.test.ts:250.

Descrição funcional: 11. solicitante abre → admin comenta → solicitante responde → admin aceita. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Fluxo completo na área API / geral, camada API, perfil Admin.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/fluxo-solicitacao-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Admin.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 11. solicitante abre → admin comenta → solicitante responde → admin aceita.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""11. solicitante abre → admin comenta → solicitante responde → admin aceita"" deve ocorrer sem divergência entre manual e automação.","Média","Fluxo completo","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/fluxo-solicitacao-acesso.test.ts","npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts"
"[AUTO] 12. após aceite: status é closed, user_id vinculado, histórico completo","AUTO_DOC_ID: AUTO-A3FDA07ACEDB

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/fluxo-solicitacao-acesso.test.ts:297.

Descrição funcional: 12. após aceite: status é closed, user_id vinculado, histórico completo. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Fluxo completo na área API / geral, camada API, perfil Usuário.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/fluxo-solicitacao-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Usuário.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 12. após aceite: status é closed, user_id vinculado, histórico completo.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""12. após aceite: status é closed, user_id vinculado, histórico completo"" deve ocorrer sem divergência entre manual e automação.","Média","Fluxo completo","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/fluxo-solicitacao-acesso.test.ts","npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts"
"[AUTO] 13. solicitante abre → admin pede justificativa → solicitante responde → admin rejeita","AUTO_DOC_ID: AUTO-76CEC146D29E

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/fluxo-solicitacao-acesso.test.ts:320.

Descrição funcional: 13. solicitante abre → admin pede justificativa → solicitante responde → admin rejeita. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Negativo na área API / geral, camada API, perfil Admin.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/fluxo-solicitacao-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Admin.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 13. solicitante abre → admin pede justificativa → solicitante responde → admin rejeita.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""13. solicitante abre → admin pede justificativa → solicitante responde → admin rejeita"" deve ocorrer sem divergência entre manual e automação.","Média","Negativo","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/fluxo-solicitacao-acesso.test.ts","npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts"
"[AUTO] 14. após recusa: comentários de ambos os lados gravados em ordem","AUTO_DOC_ID: AUTO-42F7CBE146FE

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/fluxo-solicitacao-acesso.test.ts:365.

Descrição funcional: 14. após recusa: comentários de ambos os lados gravados em ordem. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Negativo na área API / geral, camada API, perfil Não específico.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/fluxo-solicitacao-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Não específico.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 14. após recusa: comentários de ambos os lados gravados em ordem.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""14. após recusa: comentários de ambos os lados gravados em ordem"" deve ocorrer sem divergência entre manual e automação.","Média","Negativo","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/fluxo-solicitacao-acesso.test.ts","npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts"
"[AUTO] 15. comentários de uma solicitação não aparecem em outra","AUTO_DOC_ID: AUTO-9FDE3E14426A

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/fluxo-solicitacao-acesso.test.ts:382.

Descrição funcional: 15. comentários de uma solicitação não aparecem em outra. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Fluxo completo na área API / geral, camada API, perfil Não específico.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/fluxo-solicitacao-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Não específico.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 15. comentários de uma solicitação não aparecem em outra.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""15. comentários de uma solicitação não aparecem em outra"" deve ocorrer sem divergência entre manual e automação.","Média","Fluxo completo","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/fluxo-solicitacao-acesso.test.ts","npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts"
"[AUTO] 16. solicitações de e-mails diferentes não se misturam na listagem","AUTO_DOC_ID: AUTO-73E3B552CCDB

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/fluxo-solicitacao-acesso.test.ts:393.

Descrição funcional: 16. solicitações de e-mails diferentes não se misturam na listagem. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Fluxo completo na área API / geral, camada API, perfil Não específico.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/fluxo-solicitacao-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local, e-mail/outbox","Ambiente disponível; dependências: API local, e-mail/outbox; perfil: Não específico.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local, e-mail/outbox.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 16. solicitações de e-mails diferentes não se misturam na listagem.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""16. solicitações de e-mails diferentes não se misturam na listagem"" deve ocorrer sem divergência entre manual e automação.","Média","Fluxo completo","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/fluxo-solicitacao-acesso.test.ts","npm test -- --runInBand testes/api/geral/fluxo-solicitacao-acesso.test.ts"
"[AUTO] 1. cria solicitação com status padrão open","AUTO_DOC_ID: AUTO-3228A55D3A00

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/solicitacoes-acesso.test.ts:69.

Descrição funcional: 1. cria solicitação com status padrão open. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Funcional na área API / geral, camada API, perfil Não específico.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/solicitacoes-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Não específico.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 1. cria solicitação com status padrão open.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""1. cria solicitação com status padrão open"" deve ocorrer sem divergência entre manual e automação.","Média","Funcional","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/solicitacoes-acesso.test.ts","npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts"
"[AUTO] 2. cria solicitação com status explícito in_progress","AUTO_DOC_ID: AUTO-ABE5FB18368E

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/solicitacoes-acesso.test.ts:83.

Descrição funcional: 2. cria solicitação com status explícito in_progress. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Funcional na área API / geral, camada API, perfil Não específico.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/solicitacoes-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Não específico.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 2. cria solicitação com status explícito in_progress.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""2. cria solicitação com status explícito in_progress"" deve ocorrer sem divergência entre manual e automação.","Média","Funcional","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/solicitacoes-acesso.test.ts","npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts"
"[AUTO] 3. cria solicitação com ip_address, user_agent e user_id","AUTO_DOC_ID: AUTO-C0327BA1DF9A

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/solicitacoes-acesso.test.ts:94.

Descrição funcional: 3. cria solicitação com ip_address, user_agent e user_id. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Funcional na área API / geral, camada API, perfil Usuário.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/solicitacoes-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Usuário.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 3. cria solicitação com ip_address, user_agent e user_id.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""3. cria solicitação com ip_address, user_agent e user_id"" deve ocorrer sem divergência entre manual e automação.","Média","Funcional","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/solicitacoes-acesso.test.ts","npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts"
"[AUTO] 4. permite múltiplas solicitações para o mesmo e-mail","AUTO_DOC_ID: AUTO-3A76842F1BC0

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/solicitacoes-acesso.test.ts:117.

Descrição funcional: 4. permite múltiplas solicitações para o mesmo e-mail. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Funcional na área API / geral, camada API, perfil Não específico.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/solicitacoes-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local, e-mail/outbox","Ambiente disponível; dependências: API local, e-mail/outbox; perfil: Não específico.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local, e-mail/outbox.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 4. permite múltiplas solicitações para o mesmo e-mail.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""4. permite múltiplas solicitações para o mesmo e-mail"" deve ocorrer sem divergência entre manual e automação.","Média","Funcional","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/solicitacoes-acesso.test.ts","npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts"
"[AUTO] 5. listAccessRequests retorna as solicitações criadas","AUTO_DOC_ID: AUTO-F7124834FCD7

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/solicitacoes-acesso.test.ts:132.

Descrição funcional: 5. listAccessRequests retorna as solicitações criadas. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Funcional na área API / geral, camada API, perfil Não específico.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/solicitacoes-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Não específico.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 5. listAccessRequests retorna as solicitações criadas.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""5. listAccessRequests retorna as solicitações criadas"" deve ocorrer sem divergência entre manual e automação.","Média","Funcional","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/solicitacoes-acesso.test.ts","npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts"
"[AUTO] 6. listAccessRequests retorna ordenado por createdAt desc","AUTO_DOC_ID: AUTO-EA9A63B2CF5F

Objetivo: documentar e validar o teste automatizado existente em testes/api/geral/solicitacoes-acesso.test.ts:138.

Descrição funcional: 6. listAccessRequests retorna ordenado por createdAt desc. Este case transforma o teste automatizado em documentação manual executável no Qase, mantendo o repositório e o Qase compatíveis.

Regra validada: Funcional na área API / geral, camada API, perfil Não específico.

Impacto se falhar: perda de confiança na regressão automatizada ou divergência entre documentação Qase e código de teste.

Automação vinculada: testes/api/geral/solicitacoes-acesso.test.ts

Comando: npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts

Projects Playwright/Jest: jest

Requer navegador headed para validação visual: Não

Dependências: API local","Ambiente disponível; dependências: API local; perfil: Não específico.","Resultado registrado e massa limpa ou rastreável.","1. Ação: Preparar massa/API
Resultado esperado: Garantir servidor local e dados necessários para API / geral; dependências: API local.

2. Ação: Montar requisição
Resultado esperado: Preparar endpoint, método, headers, autenticação e payload equivalentes ao teste automatizado.

3. Ação: Executar chamada
Resultado esperado: Enviar a requisição do cenário: 6. listAccessRequests retorna ordenado por createdAt desc.

4. Ação: Validar contrato e status
Resultado esperado: Conferir status HTTP, corpo da resposta, mensagens de erro e ausência de dados indevidos.

5. Ação: Registrar evidência
Resultado esperado: Anexar payload, response, logs e prints de cliente API quando aplicável.","O comportamento descrito em ""6. listAccessRequests retorna ordenado por createdAt desc"" deve ocorrer sem divergência entre manual e automação.","Média","Funcional","qase-doc-viva,automacao-existente,jest,api,geral","Regressão > Documentação viva testes > API > geral","Automatizado","testes/api/geral/solicitacoes-acesso.test.ts","npm test -- --runInBand testes/api/geral/solicitacoes-acesso.test.ts"
